store_name,category,new_open,rating,visited_review,blog_review,store_id,address,business_hours,phone_num,lat_lng
타카이 청담점,일식당,없음,0.0,"3,847",385,1124306075,서울 강남구 학동로53길 19 1층,"수
11:30 - 24:00
23:00 라스트오더 /목
11:30 - 24:00
23:00 라스트오더 /금
11:30 - 24:00
23:00 라스트오더 /토
12:00 - 24:00
23:00 라스트오더 /일
12:00 - 22:30
21:30 라스트오더 /월
11:30 - 24:00
23:00 라스트오더 /화
11:30 - 24:00
23:00 라스트오더 /",02-3443-0321,"{'x': 37.51810873107143, 'y': 127.04575493386396}"
호루몬규상 논현본점,"육류,고기요리",없음,4.37,375,"1,413",1054314594,서울 강남구 언주로148길 14 다동 103호,"수
17:30 - 23:30
22:30 라스트오더 /목
17:30 - 23:30
22:30 라스트오더 /금
17:30 - 23:30
22:30 라스트오더 /토
16:30 - 22:30
21:30 라스트오더 /일
16:30 - 22:30
21:30 라스트오더 /월
17:30 - 23:30
22:30 라스트오더 /화
17:30 - 23:30
22:30 라스트오더 /",0507-1422-9667,"{'x': 37.52550448321605, 'y': 127.0333623089172}"
청담고수 청담점,"육류,고기요리",없음,4.17,899,"1,293",1008380466,서울 강남구 도산대로58길 15,"수
16:00 - 22:30 /목
16:00 - 22:30 /금
16:00 - 22:30 /토
12:00 - 22:00 /일
12:00 - 22:00 /월
16:00 - 22:30 /화
16:00 - 22:30 /",0507-1472-5529,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
샤브인서울 압구정로데오점,샤브샤브,없음,0.0,688,712,1798086565,서울 강남구 선릉로155길 12 2층,"수
11:00 - 22:30
15:30 - 17:00 브레이크타임
21:30 라스트오더 /목
11:00 - 22:30
15:30 - 17:00 브레이크타임
21:30 라스트오더 /금
11:00 - 22:30
15:30 - 17:00 브레이크타임
21:30 라스트오더 /토
11:00 - 22:30
21:30 라스트오더 /일
11:00 - 22:30
21:30 라스트오더 /월
11:00 - 22:30
15:30 - 17:00 브레이크타임
21:30 라스트오더 /화
11:00 - 22:30
15:30 - 17:00 브레이크타임
21:30 라스트오더 /",없음,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
스미카츠 압구정 본점,돈가스,없음,0.0,"2,196","2,437",1072664780,서울 강남구 선릉로157길 23-3 지상 1층 101호,"수
11:00 - 22:00
21:30 라스트오더 /목
11:00 - 22:00
21:30 라스트오더 /금
11:00 - 22:00
21:30 라스트오더 /토
11:00 - 22:00
21:30 라스트오더 /일
11:00 - 22:00
21:30 라스트오더 /월
11:00 - 21:30
21:00 라스트오더 /화
11:00 - 22:00
21:30 라스트오더 /",0507-1456-1384,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
우화,"육류,고기요리",없음,0.0,403,454,1987972896,서울 강남구 학동로 224 1층 109호,"수
11:30 - 23:00
15:00 - 17:00 브레이크타임
22:30 라스트오더 /목
11:30 - 23:00
15:00 - 17:00 브레이크타임
22:30 라스트오더 /금
11:30 - 23:00
15:00 - 17:00 브레이크타임
22:30 라스트오더 /토
17:00 - 23:30
23:00 라스트오더 /일
정기휴무 (매주 일요일) /월
11:30 - 23:00
15:00 - 17:00 브레이크타임
22:30 라스트오더 /화
11:30 - 23:00
15:00 - 17:00 브레이크타임
22:30 라스트오더 /",0507-1483-7654,"{'x': 37.5146173, 'y': 127.0335908}"
더청춘,"해물,생선요리",없음,0.0,55,36,1168368700,서울 강남구 도산대로50길 16 2층 201호,"수
17:00 - 01:00
00:00 라스트오더 /목
17:00 - 01:00
00:00 라스트오더 /금
17:00 - 01:00
00:00 라스트오더 /토
17:00 - 01:00
00:00 라스트오더 /일
정기휴무 (매주 일요일) /월
17:00 - 01:00
00:00 라스트오더 /화
17:00 - 01:00
00:00 라스트오더 /",0507-1465-4902,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
세화정육식당 청담본점,"육류,고기요리",없음,0.0,224,191,1379308540,서울 강남구 언주로134길 14 1층,"수
11:30 - 22:40
14:30 - 17:00 브레이크타임 /목
11:30 - 22:40
14:30 - 17:00 브레이크타임 /금
11:30 - 22:40
14:30 - 17:00 브레이크타임 /토
12:00 - 21:40 /일
12:00 - 21:40 /월
11:30 - 22:40
14:30 - 17:00 브레이크타임 /화
11:30 - 22:40
14:30 - 17:00 브레이크타임 /",0507-1305-0822,"{'x': 37.47958885, 'y': 127.05637660921442}"
아르데레,양식,없음,0.0,154,308,1796530612,서울 강남구 압구정로42길 49 2층,"수
10:30 - 22:30
15:30 - 18:00 브레이크타임 /목
10:30 - 22:30
15:30 - 18:00 브레이크타임 /금
10:30 - 22:30
15:30 - 18:00 브레이크타임 /토
10:30 - 22:30
15:30 - 18:00 브레이크타임 /일
10:30 - 22:00
15:30 - 18:00 브레이크타임 /월
10:30 - 22:30
15:30 - 18:00 브레이크타임 /화
10:30 - 22:30
15:30 - 18:00 브레이크타임 /",0507-1425-6999,"{'x': 37.52836348100263, 'y': 127.03837874133137}"
동남회관 역삼점,"육류,고기요리",없음,0.0,435,416,1835404105,서울 강남구 언주로93길 24 1층,"수
11:00 - 22:00
15:00 - 17:00 브레이크타임 /목
11:00 - 22:00
15:00 - 17:00 브레이크타임 /금
11:00 - 22:00
15:00 - 17:00 브레이크타임 /토
16:00 - 22:00 /일
16:00 - 22:00 /월
11:00 - 22:00
15:00 - 17:00 브레이크타임 /화
11:00 - 22:00
15:00 - 17:00 브레이크타임 /",0507-1437-3336,"{'x': 37.52550448321605, 'y': 127.0333623089172}"
한성칼국수 논현본점,한식,없음,4.14,962,"1,069",12915620,서울 강남구 언주로148길 14 청호상가빌딩 가동 2층,"수
11:30 - 21:30
15:00 - 17:00 브레이크타임
14:00, 20:30 라스트오더 /목
11:30 - 21:30
15:00 - 17:00 브레이크타임
14:00, 20:30 라스트오더 /금
11:30 - 21:30
15:00 - 17:00 브레이크타임
14:00, 20:30 라스트오더 /토
정기휴무 (매주 토요일) /일
11:30 - 21:30
15:00 - 17:00 브레이크타임
14:00, 20:30 라스트오더 /월
11:30 - 21:30
15:00 - 17:00 브레이크타임
14:00, 20:30 라스트오더 /화
11:30 - 21:30
15:00 - 17:00 브레이크타임
14:00, 20:30 라스트오더 /",02-544-0540,"{'x': 37.52550448321605, 'y': 127.0333623089172}"
동대문닭한마리칼국수,닭요리,없음,4.44,673,286,31564452,서울 강남구 언주로148길 14 1층 동대문닭한마리,"수
10:00 - 23:00 /목
10:00 - 23:00 /금
10:00 - 23:00 /토
10:00 - 22:00 /일
10:00 - 22:00 /월
10:00 - 23:00 /화
10:00 - 23:00 /",02-512-5780,"{'x': 37.52550448321605, 'y': 127.0333623089172}"
게방식당,한식,없음,4.49,681,442,793407871,서울 강남구 선릉로131길 17 1층,"수
11:30 - 21:00
15:00 - 17:30 브레이크타임 /목
11:30 - 21:00
15:00 - 17:30 브레이크타임 /금
11:30 - 21:00
15:00 - 17:30 브레이크타임 /토
11:30 - 21:00
15:00 - 17:30 브레이크타임 /일
정기휴무 (매주 일요일) /월
11:30 - 21:00
15:00 - 17:30 브레이크타임 /화
11:30 - 21:00
15:00 - 17:30 브레이크타임 /",없음,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
136길 육미,일식당,없음,4.47,896,"1,015",37996835,서울 강남구 언주로136길 9 2층 136길 육미,"수
11:30 - 22:00
21:00 라스트오더 /목
11:30 - 22:00
21:00 라스트오더 /금
11:30 - 22:00
21:00 라스트오더 /토
17:00 - 22:00
21:00 라스트오더 /일
정기휴무 (매주 일요일) /월
11:30 - 22:00
21:00 라스트오더 /화
11:30 - 22:00
21:00 라스트오더 /",0507-1399-8921,"{'x': 37.4793514, 'y': 127.05682718545931}"
울프강 스테이크하우스,"스테이크,립",없음,4.5,"10,300","4,721",36449091,서울 강남구 선릉로152길 21 영인빌딩 1층,"매일
10:00 - 22:00
20:30 라스트오더 /",0507-1486-8700,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
영동장어,"장어,먹장어요리",없음,4.36,473,"1,014",1613373762,서울 강남구 언주로148길 8,"수
11:30 - 01:00
23:30 라스트오더 /목
11:30 - 01:00
23:30 라스트오더 /금
11:30 - 01:00
23:30 라스트오더 /토
11:30 - 01:00
23:30 라스트오더 /일
11:30 - 24:00
22:30 라스트오더 /월
11:30 - 01:00
23:30 라스트오더 /화
11:30 - 01:00
23:30 라스트오더 /",02-3448-9991,"{'x': 37.52550448321605, 'y': 127.0333623089172}"
이국 도산,양식,없음,0.0,962,"3,225",1279519421,서울 강남구 언주로164길 17 지하1층,"수
12:00 - 22:00
15:00 - 17:30 브레이크타임 /목
12:00 - 22:00
15:00 - 17:30 브레이크타임 /금
12:00 - 22:00
15:00 - 17:30 브레이크타임 /토
11:30 - 22:00
15:30 - 17:30 브레이크타임 /일
11:30 - 22:00
15:30 - 17:30 브레이크타임 /월
12:00 - 22:00
15:00 - 17:30 브레이크타임 /화
12:00 - 22:00
15:00 - 17:30 브레이크타임 /",0507-1328-0950,"{'x': 37.5025569, 'y': 127.04257075000001}"
압구정변강쇠떡볶이,떡볶이,없음,4.28,"1,736",579,37837245,서울 강남구 도산대로46길 21 한진로즈힐아파트 101동 상가117호,"수
11:30 - 24:00
13:20 - 14:00 브레이크타임 /목
11:30 - 24:00
13:20 - 14:00 브레이크타임 /금
11:30 - 24:00
13:20 - 14:00 브레이크타임 /토
11:30 - 24:00
13:20 - 14:00 브레이크타임 /일
정기휴무 (매주 일요일) /월
11:30 - 24:00
13:20 - 14:00 브레이크타임 /화
11:30 - 24:00
13:20 - 14:00 브레이크타임 /",02-3443-9978,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
까폼,태국음식,없음,4.51,"2,735","3,094",38969614,서울 강남구 선릉로153길 18 지하1층,"수
11:30 - 22:00
21:30 라스트오더 /목
11:30 - 22:00
21:30 라스트오더 /금
11:30 - 22:00
21:30 라스트오더 /토
11:30 - 23:00
22:30 라스트오더 /일
11:30 - 23:00
22:30 라스트오더 /월
11:30 - 22:00
21:30 라스트오더 /화
11:30 - 22:00
21:30 라스트오더 /",0507-1411-7318,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
골드피쉬 딤섬퀴진,요리주점,없음,4.55,"2,505","1,870",21037800,서울 강남구 압구정로48길 35 투구빌딩 2층,"매일
11:30 - 21:40
15:00 - 17:30 브레이크타임
13:50 라스트오더 /",0507-1345-5266,"{'x': 37.52836348100263, 'y': 127.03837874133137}"
윤서울,한식,없음,0.0,57,265,1698341503,서울 강남구 선릉로 805 1층,"수
12:00 - 22:00
14:30 - 18:00 브레이크타임 /목
12:00 - 22:00
14:30 - 18:00 브레이크타임 /금
12:00 - 22:00
14:30 - 18:00 브레이크타임 /토
12:00 - 22:00
14:30 - 18:00 브레이크타임 /일
정기휴무 (매주 일요일) /월
정기휴무 (매주 월요일) /화
12:00 - 22:00
14:30 - 18:00 브레이크타임 /",0507-1350-3323,"{'x': 37.5241725, 'y': 127.0390969}"
갓포 카린,이자카야,없음,0.0,113,234,1315628242,서울 강남구 선릉로155길 12 4층,"매일
17:00 - 02:00
00:30 라스트오더 /",없음,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
면서울,한식,없음,0.0,446,731,1881172296,서울 강남구 선릉로 805 1층,"수
11:00 - 20:30
15:00 - 16:00 브레이크타임
14:30, 20:00 라스트오더 /목
11:00 - 20:30
15:00 - 16:00 브레이크타임
14:30, 20:00 라스트오더 /금
11:00 - 20:30
15:00 - 16:00 브레이크타임
14:30, 20:00 라스트오더 /토
11:00 - 20:30
15:00 - 16:00 브레이크타임
14:30, 20:00 라스트오더 /일
정기휴무 (매주 일요일) /월
11:00 - 20:30
15:00 - 16:00 브레이크타임
14:30, 20:00 라스트오더 /화
11:00 - 20:30
15:00 - 16:00 브레이크타임
14:30, 20:00 라스트오더 /",0507-1449-8878,"{'x': 37.5241725, 'y': 127.0390969}"
정식당,한식,없음,0.0,"1,710","3,343",13320884,서울 강남구 선릉로158길 11,"매일
12:00 - 22:00
15:00 - 17:30 브레이크타임 /",02-517-4654,"{'x': 37.50247450814155, 'y': 127.04996016979987}"
팔당닭발 강남본점,닭발,없음,0.0,"1,896","1,106",32602513,서울 강남구 학동로45길 3 1층,"수
12:00 - 05:30 /목
12:00 - 05:30 /금
12:00 - 05:30 /토
12:00 - 05:30 /일
12:00 - 05:30 /월
12:00 - 05:30 /화
12:00 - 05:30 /",0507-1398-0893,"{'x': 37.51810873107143, 'y': 127.04575493386396}"
팔당족발,"족발,보쌈",없음,4.66,"5,918","2,400",36909534,서울 강남구 학동로45길 7 201호,"수
11:00 - 02:00
01:30 라스트오더 /목
11:00 - 02:00
01:30 라스트오더 /금
11:00 - 02:00
01:30 라스트오더 /토
11:00 - 02:00
01:30 라스트오더 /일
11:00 - 02:00
01:30 라스트오더 /월
11:00 - 02:00
01:30 라스트오더 /화
11:00 - 02:00
01:30 라스트오더 /",0507-1372-4686,"{'x': 37.51810873107143, 'y': 127.04575493386396}"
고고램,양꼬치,없음,0.0,409,771,1508948656,서울 강남구 선릉로127길 6 지하1층,"수
14:00 - 23:50 /목
14:00 - 23:50 /금
14:00 - 23:50 /토
14:00 - 22:50 /일
정기휴무 (매주 일요일) /월
14:00 - 23:50 /화
14:00 - 23:50 /",0507-1382-2471,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
이층고깃집 강남구청역점,"육류,고기요리",없음,4.71,"1,110","1,351",38269378,서울 강남구 선릉로129길 9-4,"수
11:00 - 21:50
14:00 - 16:00 브레이크타임
21:20 라스트오더 /목
11:00 - 21:50
14:00 - 16:00 브레이크타임
21:20 라스트오더 /금
11:00 - 21:50
14:00 - 16:00 브레이크타임
21:20 라스트오더 /토
17:00 - 21:50
21:20 라스트오더 /일
17:00 - 21:50
21:20 라스트오더 /월
11:00 - 21:50
14:00 - 16:00 브레이크타임
21:20 라스트오더 /화
11:00 - 21:50
14:00 - 16:00 브레이크타임
21:20 라스트오더 /",0507-1406-4615,"{'x': 37.50247450814155, 'y': 127.04996016979987}"
카츠바이콘반,일식당,없음,4.58,"1,572","2,131",1573951163,서울 강남구 선릉로153길 36 1층,"수
11:00 - 21:00
15:30 - 17:30 브레이크타임
15:00, 20:30 라스트오더 /목
11:00 - 21:00
15:30 - 17:30 브레이크타임
15:00, 20:30 라스트오더 /금
11:00 - 21:00
15:30 - 17:30 브레이크타임
15:00, 20:30 라스트오더 /토
11:00 - 21:00
20:30 라스트오더 /일
11:00 - 21:00
20:30 라스트오더 /월
11:00 - 21:00
15:30 - 17:30 브레이크타임
15:00, 20:30 라스트오더 /화
11:00 - 21:00
15:30 - 17:30 브레이크타임
15:00, 20:30 라스트오더 /",0507-1332-3903,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
맛짱조개,조개요리,없음,4.49,"1,143","1,913",18836449,서울 강남구 언주로134길 18 1층,"수
16:00 - 02:00 /목
16:00 - 02:00 /금
16:00 - 02:00 /토
16:00 - 02:00 /일
정기휴무 (매주 일요일) /월
16:00 - 02:00 /화
16:00 - 02:00 /",02-516-4787,"{'x': 37.47958885, 'y': 127.05637660921442}"
최고의 한우 명우,소고기구이,없음,4.37,451,316,33585987,서울 서초구 나루터로 75 금산빌딩1층,"수
11:00 - 22:30
21:30 라스트오더 /목
11:00 - 22:30
21:30 라스트오더 /금
11:00 - 22:30
21:30 라스트오더 /토
11:00 - 22:00
21:00 라스트오더 /일
11:00 - 21:00
20:00 라스트오더 /월
11:00 - 22:30
21:30 라스트오더 /화
11:00 - 22:30
21:30 라스트오더 /",0507-1349-3492,"{'x': 37.5158806, 'y': 127.018014}"
도산뚝배기 청담,한식,없음,4.72,"1,596","4,219",1202715954,서울 강남구 도산대로54길 18 1층,"매일
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:10 라스트오더 /",0507-1358-0950,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
라스칼라,양식,없음,0.0,17,27,1931002071,서울 강남구 언주로 641 1층,"수
11:30 - 23:00
14:30 - 17:00 브레이크타임
21:30 라스트오더 /목
11:30 - 23:00
14:30 - 17:00 브레이크타임
21:30 라스트오더 /금
11:30 - 23:00
14:30 - 17:00 브레이크타임
21:30 라스트오더 /토
11:30 - 23:00
14:30 - 17:00 브레이크타임
21:30 라스트오더 /일
11:30 - 23:00
14:30 - 17:00 브레이크타임
21:30 라스트오더 /월
11:30 - 23:00
14:30 - 17:00 브레이크타임
21:30 라스트오더 /화
11:30 - 23:00
14:30 - 17:00 브레이크타임
21:30 라스트오더 /",0507-1413-8913,"{'x': 37.5138425, 'y': 127.0349987}"
오아시스 청담점,브런치,없음,0.0,"1,755","1,823",13117552,서울 강남구 도산대로55길 20 영빌딩 1층,"수
09:00 - 18:00
17:00 라스트오더 /목
09:00 - 18:00
17:00 라스트오더 /금
09:00 - 18:00
17:00 라스트오더 /토
09:00 - 18:00
17:00 라스트오더 /일
09:00 - 18:00
17:00 라스트오더 /월
09:00 - 18:00
17:00 라스트오더 /화
09:00 - 18:00
17:00 라스트오더 /",02-548-8859,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
꽁티드툴레아,브런치,없음,0.0,"4,542","4,902",1432373629,서울 강남구 도산대로49길 39,"수
11:00 - 24:00 /목
11:00 - 24:00 /금
11:00 - 24:00 /토
11:00 - 24:00 /일
11:00 - 23:00 /월
11:00 - 24:00 /화
11:00 - 24:00 /",0507-1325-8490,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
노티드 스튜디오 청담,카페,없음,4.44,"19,576","6,946",895457986,서울 강남구 도산대로53길 15 1층,"매일
09:00 - 21:00 /",070-8860-9377,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
다이닝 목로 압구정본점,요리주점,없음,0.0,"1,348","1,277",1006750348,서울 강남구 도산대로49길 6-7 1층 다이닝 목로 도산점,"수
16:00 - 24:00 /목
16:00 - 24:00 /금
16:00 - 02:00 /토
16:00 - 02:00 /일
16:00 - 24:00 /월
정기휴무 (매주 월요일) /화
16:00 - 24:00 /",0507-1327-5180,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
기욤 청담점,"카페,디저트",없음,4.34,"1,581","1,551",13093133,서울 강남구 선릉로152길 17,"수
11:00 - 24:00
23:15 라스트오더 /목
11:00 - 24:00
23:15 라스트오더 /금
11:00 - 24:00
23:15 라스트오더 /토
10:00 - 24:00
23:15 라스트오더 /일
10:00 - 24:00
23:15 라스트오더 /월
11:00 - 24:00
23:15 라스트오더 /화
11:00 - 24:00
23:15 라스트오더 /",0507-1407-6703,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
흑우정 압구정로데오점,소고기구이,없음,0.0,929,"1,836",1869473534,서울 강남구 도산대로57길 7 2층,"수
11:00 - 22:00
21:00 라스트오더 /목
11:00 - 22:00
21:00 라스트오더 /금
11:00 - 22:00
21:00 라스트오더 /토
11:00 - 22:00
21:00 라스트오더 /일
11:00 - 22:00
21:00 라스트오더 /월
11:00 - 22:00
21:00 라스트오더 /화
11:00 - 22:00
21:00 라스트오더 /",0507-1366-5412,"{'x': 37.5174697795379, 'y': 127.0225745132845}"
Just Steak,"스테이크,립",없음,4.35,486,994,20108415,서울 강남구 언주로152길 11-7,"수
11:30 - 22:00 /목
11:30 - 22:00 /금
11:30 - 22:00 /토
11:30 - 22:00 /일
11:30 - 22:00 /월
11:30 - 22:00 /화
11:30 - 22:00 /",02-544-9357,"{'x': 37.5025569, 'y': 127.04257075000001}"
뱃고동,낙지요리,없음,4.29,"4,182","2,890",11700226,서울 강남구 언주로172길 54,"수
11:30 - 21:30
21:00 라스트오더 /목
11:30 - 21:30
21:00 라스트오더 /금
11:30 - 21:30
21:00 라스트오더 /토
11:30 - 21:30
21:00 라스트오더 /일
11:30 - 21:30
21:00 라스트오더 /월
11:30 - 21:30
21:00 라스트오더 /화
11:30 - 21:30
21:00 라스트오더 /",02-514-8008,"{'x': 37.5025569, 'y': 127.04257075000001}"
해목 논현점,일식당,없음,0.0,"1,317","4,370",1926429712,서울 강남구 선릉로145길 14,"수
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /목
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /금
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /토
11:00 - 22:00
21:00 라스트오더 /일
11:00 - 22:00
21:00 라스트오더 /월
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /화
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /",0507-1466-0277,"{'x': 37.52010996951033, 'y': 127.04021882572701}"
한우리 본점,한정식,없음,4.26,852,490,11725907,서울 강남구 도산대로 304,"수
11:30 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더 /목
11:30 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더 /금
11:30 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더 /토
11:30 - 22:00
21:00 라스트오더 /일
11:30 - 22:00
21:00 라스트오더 /월
11:30 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더 /화
11:30 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더 /",02-545-3334,"{'x': 37.5212139, 'y': 127.0347272}"
갓포 모로미 도산공원점,이자카야,없음,0.0,628,777,37182765,서울 강남구 언주로172길 30 1층 갓포 모로미,"수
17:00 - 24:00
23:00 라스트오더 /목
17:00 - 24:00
23:00 라스트오더 /금
17:00 - 01:00
00:00 라스트오더 /토
17:00 - 01:00
00:00 라스트오더 /일
17:00 - 24:00
23:00 라스트오더 /월
17:00 - 24:00
23:00 라스트오더 /화
17:00 - 24:00
23:00 라스트오더 /",02-547-8310,"{'x': 37.5025569, 'y': 127.04257075000001}"
