store_name,category,new_open,rating,visited_review,blog_review,store_id,address,business_hours,phone_num,lat_lng
램타운 양꼬치 마라탕 본점,양꼬치,없음,0.0,557,144,1188267162,경기 성남시 수정구 위례광장로 320 아이에스센트럴타워 203호,"화
정기휴무 (매주 화요일) /수
14:00 - 23:00 /목
14:00 - 23:00 /금
14:00 - 23:00 /토
12:00 - 23:00 /일
12:00 - 23:00 /월
14:00 - 23:00 /",0507-1437-5112,"{'x': 37.472476806814, 'y': 127.14333102782943}"
브리즈썸,케이크전문,없음,0.0,14,65,1819486507,서울 송파구 위례광장로 170 힐스테이트몰 A동 207호,"매일
00:00 - 00:10 /",0507-1332-1021,"{'x': 37.4785738, 'y': 127.142863}"
돈가스 반찬가게 요일,돈가스,없음,4.82,413,24,1932131320,서울 송파구 위례광장로 215 위례스타힐스 상가동 요일,"화
11:30 - 19:30
19:00 라스트오더 /수
11:30 - 19:30
19:00 라스트오더 /목
11:30 - 19:30
19:00 라스트오더 /금
11:30 - 19:30
19:00 라스트오더 /토
정기휴무 (매주 토요일) /일
11:30 - 19:30
19:00 라스트오더 /월
11:30 - 19:30
19:00 라스트오더 /",02-400-4599,"{'x': 37.4762899207198, 'y': 127.14133080600826}"
유경식당,냉면,없음,0.0,808,302,1725180216,경기 성남시 수정구 위례광장로 104 1058호1059호,"매일
11:30 - 22:00
15:00 - 17:00 브레이크타임
20:30 라스트오더 /",031-722-0720,"{'x': 37.4727099, 'y': 127.1415588}"
옛골토성 위례점,돼지고기구이,없음,4.63,681,484,21349154,경기 성남시 수정구 위례광장로 82 2층,"매일
10:00 - 23:00 /",031-755-0199,"{'x': 37.472476806814, 'y': 127.14333102782943}"
주누돈까스냉면 위례,돈가스,없음,4.57,"1,263",160,842022149,경기 성남시 수정구 위례광장로 320 아이에스센트럴타워 218호,"화
10:30 - 21:00
20:30 라스트오더 /수
10:30 - 21:00
20:30 라스트오더 /목
10:30 - 21:00
20:30 라스트오더 /금
10:30 - 21:00
20:30 라스트오더 /토
10:30 - 21:00
20:30 라스트오더 /일
정기휴무 (매주 일요일) /월
10:30 - 21:00
20:30 라스트오더 /",031-723-7779,"{'x': 37.472476806814, 'y': 127.14333102782943}"
스시이안앤 위례점,"초밥,롤",없음,0.0,931,260,1052651898,경기 성남시 수정구 위례광장로 310 우성트램타워 A동 2층 206호,"화
11:30 - 21:50
21:10 라스트오더 /수
11:30 - 21:50
21:10 라스트오더 /목
11:30 - 21:50
21:10 라스트오더 /금
11:30 - 21:50
21:10 라스트오더 /토
11:30 - 21:50
21:10 라스트오더 /일
11:30 - 21:50
21:10 라스트오더 /월
11:30 - 21:50
21:10 라스트오더 /",0507-1369-8640,"{'x': 37.472839, 'y': 127.1424342}"
스타벅스 송파위례점,카페,없음,4.41,"3,550",159,58256240,"서울 송파구 위례광장로 230 (장지동, 위례2차아이파크)",,없음,"{'x': 37.4783867, 'y': 127.1434008}"
맘스터치 위례중앙점,햄버거,없음,4.42,"2,041",58,1279565145,"서울 송파구 위례광장로 270 G125,126호","매일
10:20 - 22:00
16:00 - 17:00 브레이크타임
21:30 라스트오더 /",0507-1325-5833,"{'x': 37.4762899207198, 'y': 127.14133080600826}"
촌놈집 위례점,"육류,고기요리",없음,4.39,"1,160",262,1600158840,경기 성남시 수정구 위례광장로 104 2층 2201호,"화
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /수
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /목
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /금
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /토
11:30 - 22:30
21:30 라스트오더 /일
11:30 - 22:30
21:30 라스트오더 /월
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /",0507-1337-3337,"{'x': 37.4727099, 'y': 127.1415588}"
예감좋은지금이곳횟집 위례점,생선회,없음,4.39,223,198,1103855655,경기 성남시 수정구 위례광장로 310 우성트램상가 B동 2층 202호,"화
16:30 - 24:00
23:00 라스트오더 /수
16:30 - 24:00
23:00 라스트오더 /목
16:30 - 24:00
23:00 라스트오더 /금
16:30 - 24:00
23:00 라스트오더 /토
16:30 - 24:00
23:00 라스트오더 /일
16:30 - 24:00
23:00 라스트오더 /월
정기휴무 (매주 월요일) /",없음,"{'x': 37.472839, 'y': 127.1424342}"
투썸플레이스 위례중앙점,카페,없음,4.39,"3,304",59,1085275020,경기 성남시 수정구 위례광장로 300 위례중앙타워 1층 투썸플레이스 위례중앙점,"화
07:30 - 22:00 /수
07:30 - 22:00 /목
07:30 - 22:00 /금
07:30 - 22:00 /토
07:30 - 22:00 /일
08:00 - 22:00 /월
07:30 - 22:00 /",0507-1378-6665,"{'x': 37.473447300000004, 'y': 127.1427856187999}"
스윗 파라티,베이커리,없음,4.86,184,25,1237448292,서울 송파구 위례광장로 136 5동 1층 E-102호,"화
11:30 - 20:00 /수
11:30 - 20:00 /목
11:30 - 20:00 /금
11:30 - 20:00 /토
11:30 - 19:30 /일
정기휴무 (매주 일요일) /월
정기휴무 (매주 월요일) /",0507-1482-8332,"{'x': 37.4760088, 'y': 127.1417158}"
스테이그린 위례직영점,"카페,디저트",없음,0.0,210,39,1303371687,"서울 송파구 위례광장로 170 힐스테이트 송파위례 상가A동 109, 110호","화
09:00 - 22:00
21:30 라스트오더 /수
09:00 - 22:00
21:30 라스트오더 /목
09:00 - 22:00
21:30 라스트오더 /금
09:00 - 22:00
21:30 라스트오더 /토
09:00 - 22:00
21:30 라스트오더 /일
09:00 - 22:00
21:30 라스트오더 /월
09:00 - 22:00
21:30 라스트오더 /",02-430-6077,"{'x': 37.4785738, 'y': 127.142863}"
헬로미켈란,브런치,없음,4.42,540,296,1145916786,경기 성남시 수정구 위례순환로 130 아트리버푸르지오 2단지 상가동 202호,"화
정기휴무 (매주 화요일) /수
10:30 - 21:00
15:00 - 17:00 브레이크타임 /목
10:30 - 21:00
15:00 - 17:00 브레이크타임 /금
10:30 - 21:00
15:00 - 17:00 브레이크타임 /토
10:30 - 21:00
15:00 - 17:00 브레이크타임 /일
10:30 - 21:00
15:00 - 17:00 브레이크타임 /월
10:30 - 21:00
15:00 - 17:00 브레이크타임 /",0507-1373-0335,"{'x': 37.469928464659155, 'y': 127.14846296997149}"
늘솜베이커리,베이커리,없음,4.49,565,43,38709678,서울 송파구 위례광장로 200 에스비트램스퀘어,"화
09:00 - 22:00 /수
09:00 - 22:00 /목
09:00 - 22:00 /금
09:00 - 22:00 /토
09:00 - 22:00 /일
정기휴무 (매주 일요일) /월
09:00 - 22:00 /",02-3402-0044,"{'x': 37.48120725, 'y': 127.14296644999999}"
스타벅스 성남위례점,카페,없음,4.46,"5,518",197,1371170217,경기 성남시 수정구 위례광장로 104 (창곡동),"화(3/18)
07:00 - 22:00 /수(3/19)
07:00 - 22:00 /목(3/20)
07:00 - 22:00 /금(3/21)
07:00 - 22:00 /토(3/22)
07:00 - 22:00 /일(3/23)
07:00 - 22:00 /월(3/24)
07:00 - 22:00 /",1522-3232,"{'x': 37.4727099, 'y': 127.1415588}"
유가네닭갈비 위례신도시점,닭갈비,없음,4.26,595,449,1691492599,서울 송파구 위례광장로 290 위례중앙푸르지오 2단지 상가동 111호,"매일
11:00 - 22:00 /",0507-1463-8026,"{'x': 37.474597, 'y': 127.1432345}"
쿠치나 디 까사 위례,이탈리아음식,없음,0.0,223,284,1049697806,경기 성남시 수정구 위례서일로 10 2층,"화
11:00 - 21:00
15:00 - 16:30 브레이크타임
20:20 라스트오더 /수
11:00 - 21:00
15:00 - 16:30 브레이크타임
20:20 라스트오더 /목
11:00 - 21:00
15:00 - 16:30 브레이크타임
20:20 라스트오더 /금
11:00 - 21:00
15:00 - 16:30 브레이크타임
20:20 라스트오더 /토
11:00 - 21:00
20:20 라스트오더 /일
11:00 - 21:00
20:20 라스트오더 /월
11:00 - 21:00
15:00 - 16:30 브레이크타임
20:20 라스트오더 /",0507-1400-1588,"{'x': 37.465457549999996, 'y': 127.13705298331676}"
미래회관 남위례역점,"육류,고기요리",없음,0.0,316,116,1558012479,"경기 성남시 수정구 위례서일로 46 지1층 B103호, 8104호","화
11:30 - 22:00
14:30 - 16:30 브레이크타임
20:50 라스트오더 /수
11:30 - 22:00
14:30 - 16:30 브레이크타임
20:50 라스트오더 /목
11:30 - 22:00
14:30 - 16:30 브레이크타임
20:50 라스트오더 /금
11:30 - 22:00
14:30 - 16:30 브레이크타임
20:50 라스트오더 /토
12:00 - 22:00
14:30 - 16:30 브레이크타임
20:50 라스트오더 /일
12:00 - 22:00
14:30 - 16:30 브레이크타임
20:50 라스트오더 /월
11:30 - 22:00
14:30 - 16:30 브레이크타임
20:50 라스트오더 /",0507-1377-4365,"{'x': 37.4652398, 'y': 127.1383654}"
집나간고등어,생선구이,없음,4,"1,093",283,1020336268,경기 성남시 수정구 위례광장로 70 위례 아트리버 푸르지오 1단지 상가동 107호~111호,"매일
11:00 - 21:00
14:50 - 17:00 브레이크타임
20:15 라스트오더 /",031-755-7943,"{'x': 37.4656034, 'y': 127.1415345}"
블로썸모어,케이크전문,없음,0.0,14,18,1869688155,서울 송파구 위례광장로 188,"화
10:00 - 17:00 /수
10:00 - 17:00 /목
10:00 - 17:00 /금
10:00 - 17:00 /토
10:00 - 11:00 /일
정기휴무 (매주 일요일) /월
정기휴무 (매주 월요일) /",0507-1314-1032,"{'x': 37.481226649999996, 'y': 127.14248774455531}"
청담김밥,김밥,없음,0.0,233,14,1504446174,서울 송파구 위례광장로 188 아이온스퀘어 1층 104호,"화
09:00 - 19:00
18:30 라스트오더 /수
09:00 - 19:00
18:30 라스트오더 /목
09:00 - 19:00
18:30 라스트오더 /금
09:00 - 19:00
18:30 라스트오더 /토
09:00 - 15:00
14:30 라스트오더 /일
정기휴무 (매주 일요일) /월
09:00 - 19:00
18:30 라스트오더 /",0507-1389-2714,"{'x': 37.481226649999996, 'y': 127.14248774455531}"
망향비빔국수 위례점,국수,없음,4.42,"1,417",157,1415596840,경기 성남시 수정구 위례광장로 320 아이에스센트럴타워129호,"화
10:30 - 21:00
14:00 - 14:30 브레이크타임
20:30 라스트오더 /수
10:30 - 21:00
14:00 - 14:30 브레이크타임
20:30 라스트오더 /목
10:30 - 21:00
14:00 - 14:30 브레이크타임
20:30 라스트오더 /금
10:30 - 21:00
14:00 - 14:30 브레이크타임
20:30 라스트오더 /토
10:30 - 21:00
15:30 - 16:00 브레이크타임
20:30 라스트오더 /일
10:30 - 21:00
15:30 - 16:00 브레이크타임
20:30 라스트오더 /월
정기휴무 (매주 월요일) /",031-755-4565,"{'x': 37.4730771, 'y': 127.1407798}"
짬뽕관 위례점,중식당,없음,0.0,956,29,1514302037,서울 송파구 위례광장로 230 위례아이파크2차 상가 B동 1층 119호,"화
10:00 - 22:00
21:30 라스트오더 /수
10:00 - 22:00
21:30 라스트오더 /목
10:00 - 22:00
21:30 라스트오더 /금
10:00 - 22:00
21:30 라스트오더 /토
10:00 - 22:00
15:00 - 16:30 브레이크타임
21:30 라스트오더 /일
10:00 - 22:00
15:00 - 16:30 브레이크타임
21:30 라스트오더 /월
10:00 - 22:00
21:30 라스트오더 /",02-400-8203,"{'x': 37.4783867, 'y': 127.1434008}"
샤브플레르,샤브샤브,없음,0.0,548,173,1021063499,경기 성남시 수정구 위례광장로 300 1동 지하1층 B23호 샤브플레르,"화
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /수
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /목
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /금
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /토
11:00 - 22:00
21:00 라스트오더 /일
11:00 - 22:00
21:00 라스트오더 /월
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /",0507-1377-5658,"{'x': 37.473447300000004, 'y': 127.1427856187999}"
브런치빈 위례점,브런치,없음,0.0,"2,393",497,1946183478,경기 성남시 수정구 위례광장로 300 3층 323-325호,"화
09:00 - 21:00
15:00 - 16:30 브레이크타임
20:00 라스트오더 /수
09:00 - 21:00
15:00 - 16:30 브레이크타임
20:00 라스트오더 /목
09:00 - 21:00
15:00 - 16:30 브레이크타임
20:00 라스트오더 /금
09:00 - 21:00
15:00 - 16:30 브레이크타임
20:00 라스트오더 /토
09:00 - 21:00
15:00 - 16:30 브레이크타임
20:00 라스트오더 /일
09:00 - 21:00
15:00 - 16:30 브레이크타임
20:00 라스트오더 /월
09:00 - 21:00
15:00 - 16:30 브레이크타임
20:00 라스트오더 /",0507-1386-0966,"{'x': 37.473447300000004, 'y': 127.1427856187999}"
맘앤도터,"카페,디저트",없음,4.68,186,127,1238298852,경기 성남시 수정구 위례광장로 310 A동 117호,"화
12:00 - 19:00 /수
12:00 - 19:00 /목
12:00 - 19:00 /금
12:00 - 19:00 /토
12:00 - 19:00 /일
정기휴무 (매주 일요일) /월
12:00 - 19:00 /",0507-1327-0259,"{'x': 37.472839, 'y': 127.1424342}"
써브웨이 성남위례점,샌드위치,없음,4.32,"2,520",64,1711728593,경기 성남시 수정구 위례광장로 104 1층 써브웨이 위례점,"화
08:30 - 21:30 /수
08:30 - 21:30 /목
08:30 - 21:30 /금
08:30 - 21:30 /토
08:00 - 21:30 /일
08:00 - 21:30 /월
08:30 - 21:30 /",0507-1348-5719,"{'x': 37.4727099, 'y': 127.1415588}"
M83,"맥주,호프",없음,4.56,55,33,1327458645,서울 송파구 위례광장로 120 중앙푸르지오 1단지 140호 M83,"화(3/18)
휴무 /수
20:00 - 02:00 /목
20:00 - 02:00 /금
20:00 - 02:00 /토
20:00 - 02:00 /일
정기휴무 (매주 일요일) /월
정기휴무 (매주 월요일) /",없음,"{'x': 37.4750397, 'y': 127.14116}"
두끼 위례중앙점,분식,없음,4.2,296,156,291337263,서울 송파구 위례광장로 136 위례아이파크1차 에비뉴상가 217호,"화
정기휴무 (매주 화요일) /수
11:30 - 22:00
20:30 라스트오더 /목
11:30 - 22:00
20:30 라스트오더 /금
11:30 - 22:00
20:30 라스트오더 /토
11:30 - 22:00
15:00 - 16:30 브레이크타임
20:30 라스트오더 /일
11:30 - 22:00
15:00 - 16:30 브레이크타임
20:30 라스트오더 /월
11:30 - 22:00
20:30 라스트오더 /",0507-1422-2771,"{'x': 37.4760088, 'y': 127.1417158}"
윤블랑제리,베이커리,없음,4.77,455,59,1200316337,경기 성남시 수정구 위례광장로 300 1층,"화
10:00 - 20:00 /수
10:00 - 20:00 /목
10:00 - 20:00 /금
10:00 - 20:00 /토
10:00 - 20:00 /일
10:00 - 20:00 /월
정기휴무 (매주 월요일) /",0507-1331-1695,"{'x': 37.473447300000004, 'y': 127.1427856187999}"
백남옥달인손만두 위례중앙로점,"칼국수,만두",없음,4.43,731,49,1924851568,서울 송파구 위례광장로 290,"화
정기휴무 (매주 화요일) /수
09:10 - 22:00 /목
09:10 - 22:00 /금
09:10 - 22:00 /토
09:10 - 22:00 /일
09:10 - 22:00 /월
09:10 - 22:00 /",02-403-8361,"{'x': 37.474597, 'y': 127.1432345}"
한사리감자탕&뼈구이 위례점,감자탕,없음,4.39,"1,133",140,1506301676,경기 성남시 수정구 위례광장로 300 B22호 한사리 위례점,"매일
11:00 - 21:30
15:00 - 17:00 브레이크타임
20:30 라스트오더 /",031-722-1427,"{'x': 37.473447300000004, 'y': 127.1427856187999}"
우마당 위례본점,"육류,고기요리",없음,0.0,220,337,1393306623,경기 성남시 수정구 위례광장로 104 위례오벨리스크 상가 1층1060호,"화
11:30 - 22:00
14:00 - 17:00 브레이크타임
21:00 라스트오더 /수
11:30 - 22:00
14:00 - 17:00 브레이크타임
21:00 라스트오더 /목
11:30 - 22:00
14:00 - 17:00 브레이크타임
21:00 라스트오더 /금
11:30 - 22:00
14:00 - 17:00 브레이크타임
21:00 라스트오더 /토
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /일
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /월
정기휴무 (매주 월요일) /",0507-1376-3858,"{'x': 37.4727099, 'y': 127.1415588}"
비비당 위례중앙점,비빔밥,새로오픈,0.0,45,5,1361540947,경기 성남시 수정구 위례광장로 104 1층 1003호,"매일
10:30 - 20:00
19:45 라스트오더 /",031-602-6020,"{'x': 37.4727099, 'y': 127.1415588}"
백소정 위례점,일식당,없음,0.0,"4,315",85,1600216028,서울 송파구 위례광장로 290 상가동 1층 102호_푸르지오2단지,"화
11:00 - 20:30
15:00 - 17:00 브레이크타임
20:00 라스트오더 /수
11:00 - 20:30
15:00 - 17:00 브레이크타임
20:00 라스트오더 /목
11:00 - 20:30
15:00 - 17:00 브레이크타임
20:00 라스트오더 /금
11:00 - 20:30
15:00 - 17:00 브레이크타임
20:00 라스트오더 /토
11:00 - 20:30
15:00 - 17:00 브레이크타임
20:00 라스트오더 /일
11:00 - 20:30
15:00 - 17:00 브레이크타임
20:00 라스트오더 /월
11:00 - 20:30
15:00 - 17:00 브레이크타임
20:00 라스트오더 /",02-6956-9882,"{'x': 37.474597, 'y': 127.1432345}"
홍춘천 치즈닭갈비 위례신도시점,닭갈비,없음,4.41,220,67,1268876593,서울 송파구 위례광장로 193 대길프라자 204호,"화
11:50 - 22:30
22:00 라스트오더 /수
11:50 - 22:30
22:00 라스트오더 /목
11:50 - 22:30
22:00 라스트오더 /금
11:50 - 22:30
22:00 라스트오더 /토
11:50 - 22:30
22:00 라스트오더 /일
11:50 - 22:30
22:00 라스트오더 /월
11:50 - 22:30
22:00 라스트오더 /",02-3012-2255,"{'x': 37.48171175, 'y': 127.1422664629536}"
티더커피하우스,"카페,디저트",없음,0.0,174,145,1893121798,서울 송파구 위례광장로 200 에스비트램스퀘어 108호,"화
10:00 - 18:00
17:50 라스트오더 /수
10:00 - 18:00
17:50 라스트오더 /목
10:00 - 18:00
17:50 라스트오더 /금
10:00 - 18:00
17:50 라스트오더 /토
10:00 - 19:00
18:50 라스트오더 /일
10:00 - 19:00
18:50 라스트오더 /월
정기휴무 (매주 월요일) /",0507-1368-0934,"{'x': 37.48120725, 'y': 127.14296644999999}"
스시J,일식당,없음,4.67,702,66,1537751032,서울 송파구 위례광장로 270 Y-129호,"화
정기휴무 (매주 화요일) /수
11:30 - 22:00
15:00 - 17:00 브레이크타임 /목
11:30 - 22:00
15:00 - 17:00 브레이크타임 /금
11:30 - 22:00
15:00 - 17:00 브레이크타임 /토
11:30 - 22:00
15:00 - 17:00 브레이크타임 /일
11:30 - 22:00
15:00 - 17:00 브레이크타임 /월
11:30 - 22:00
15:00 - 17:00 브레이크타임 /",0507-1435-2514,"{'x': 37.4760422, 'y': 127.1411786}"
동바호오 마늘 등갈비찜 마천점,한식,없음,0.0,558,46,1479156772,서울 송파구 거마로20길 1 102호,"화
11:30 - 23:30
22:30 라스트오더 /수
정기휴무 (매주 수요일) /목
11:30 - 23:30
22:30 라스트오더 /금
11:30 - 23:30
22:30 라스트오더 /토
11:30 - 23:30
22:30 라스트오더 /일
11:30 - 23:30
22:30 라스트오더 /월
11:30 - 23:30
22:30 라스트오더 /",0507-1461-7812,"{'x': 37.49474955, 'y': 127.14546363563842}"
잭슨피자 위례점,피자,없음,4.56,"1,252",312,1294410745,"경기 성남시 수정구 위례광장로 104 1층 1054호, 1055호","화
11:00 - 21:30
21:00 라스트오더 /수
11:00 - 21:30
21:00 라스트오더 /목
11:00 - 21:30
21:00 라스트오더 /금
11:00 - 21:30
21:00 라스트오더 /토
11:00 - 21:30
21:00 라스트오더 /일
11:00 - 21:30
21:00 라스트오더 /월
11:00 - 21:30
21:00 라스트오더 /",0507-1406-0719,"{'x': 37.4727099, 'y': 127.1415588}"
교촌치킨 위례송파점,"치킨,닭강정",없음,4.18,"1,071",44,38453896,"서울 송파구 위례광장로 120 148호,149호","화
12:00 - 24:00 /수
12:00 - 24:00 /목
12:00 - 24:00 /금
12:00 - 24:00 /토
12:00 - 24:00 /일
12:00 - 24:00 /월
12:00 - 24:00 /",0507-1422-1991,"{'x': 37.4750397, 'y': 127.14116}"
맥도날드 위례신도시점,햄버거,없음,4.41,"6,005",100,518074186,서울 송파구 위례광장로 290 위례중앙푸르지오2단지,"매일
00:00 - 24:00 /",02-6218-8200,"{'x': 37.474597, 'y': 127.1432345}"
위례게코카페티라노,"카페,디저트",없음,0.0,50,64,1281691417,서울 송파구 위례광장로 120 지하1층 B04-1호,"화
정기휴무 (매주 화요일) /수
13:00 - 21:00
20:30 라스트오더 /목
13:00 - 21:00
20:30 라스트오더 /금
13:00 - 21:00
20:30 라스트오더 /토
11:00 - 21:30
21:00 라스트오더 /일
11:00 - 21:30
21:00 라스트오더 /월
13:00 - 21:00
20:30 라스트오더 /",없음,"{'x': 37.4750397, 'y': 127.14116}"
피자알볼로 위례점,피자,없음,4.42,512,39,1364732352,서울 송파구 위례광장로 230,"매일
11:00 - 22:00 /",02-443-8495,"{'x': 37.4783867, 'y': 127.1434008}"
월수금통돼지 위례광장로점,돼지고기구이,없음,4.31,646,71,1078791506,"경기 성남시 수정구 위례광장로 104 1층 1061호, 1062호","화
11:00 - 21:45
15:00 - 17:00 브레이크타임
14:00, 20:45 라스트오더 /수
11:00 - 21:45
15:00 - 17:00 브레이크타임
14:00, 20:45 라스트오더 /목
11:00 - 21:45
15:00 - 17:00 브레이크타임
14:00, 20:45 라스트오더 /금
11:00 - 21:45
15:00 - 17:00 브레이크타임
14:00, 20:45 라스트오더 /토
11:00 - 21:45
15:00 - 17:00 브레이크타임
14:00, 20:45 라스트오더 /일
11:00 - 21:45
15:00 - 17:00 브레이크타임
14:00, 20:45 라스트오더 /월
정기휴무 (매주 월요일) /",0507-1332-1830,"{'x': 37.4733441, 'y': 127.141595}"
파리바게뜨 위례호수공원점,베이커리,없음,4.38,"1,832",15,38248771,"서울 송파구 위례광장로 199 (장지동) 1층 108, 109호","매일
07:00 - 23:00 /",0507-2093-4664,"{'x': 37.4816961, 'y': 127.14281552490804}"
자주오리돌판구이 위례중앙광장점,오리요리,없음,0.0,980,"1,222",1341220535,경기 성남시 수정구 위례광장로 104 1층 1016호,"화
정기휴무 (매주 화요일) /수
17:00 - 22:00
21:00 라스트오더 /목
17:00 - 22:00
21:00 라스트오더 /금
17:00 - 22:00
21:00 라스트오더 /토
12:00 - 22:00
21:00 라스트오더 /일
12:00 - 22:00
21:00 라스트오더 /월
17:00 - 22:00
21:00 라스트오더 /",없음,"{'x': 37.4733441, 'y': 127.141595}"
카페 더 베네치아,"카페,디저트",없음,0.0,746,61,1334963678,"서울 송파구 위례광장로 199 1층 112호, 112-1호","매일
10:00 - 22:00 /",0507-1315-2385,"{'x': 37.4816961, 'y': 127.14281552490804}"
숯돈이,한식,없음,0.0,251,52,1069394103,서울 송파구 위례광장로 170 힐스테이트송파위례 상가B동 110호,"화
16:00 - 22:00 /수
16:00 - 22:00 /목
16:00 - 22:00 /금
16:00 - 22:00 /토
16:00 - 22:00 /일
정기휴무 (매주 일요일) /월
16:00 - 22:00 /",0507-1476-4336,"{'x': 37.4789618, 'y': 127.1429015}"
존앤맷타코 위례직영점,"멕시코,남미음식",없음,0.0,440,119,1375838151,서울 송파구 위례광장로 270 1층 Y132호 차량이용 : 위례송파와이즈더샵상가주차장,"화
11:30 - 22:00
16:00 - 17:00 브레이크타임
15:30, 21:30 라스트오더 /수
11:30 - 22:00
16:00 - 17:00 브레이크타임
15:30, 21:30 라스트오더 /목
11:30 - 22:00
16:00 - 17:00 브레이크타임
15:30, 21:30 라스트오더 /금
11:30 - 22:00
16:00 - 17:00 브레이크타임
15:30, 21:30 라스트오더 /토
11:30 - 22:00
16:00 - 17:00 브레이크타임
15:30, 21:30 라스트오더 /일
11:30 - 22:00
16:00 - 17:00 브레이크타임
15:30, 21:30 라스트오더 /월
정기휴무 (매주 월요일) /",0507-1475-7862,"{'x': 37.4814442152005, 'y': 127.14322386759278}"
심미원마라탕 위례본점,중식당,없음,4.88,"2,477",99,1871834449,서울 송파구 위례광장로 290 상가동204호,"화
정기휴무 (매주 화요일) /수
11:00 - 22:00 /목
11:00 - 22:00 /금
11:00 - 22:00 /토
11:00 - 22:00 /일
11:00 - 22:00 /월
11:00 - 22:00 /",0507-1431-6888,"{'x': 37.474597, 'y': 127.1432345}"
스콜라파스타,이탈리아음식,없음,0.0,365,192,1146233556,서울 송파구 위례광장로 230 상가 2동 1층 B-104호,"화
정기휴무 (매주 화요일) /수
11:00 - 21:30
15:00 - 17:00 브레이크타임 /목
11:00 - 21:30
15:00 - 17:00 브레이크타임 /금
11:00 - 21:30
15:00 - 17:00 브레이크타임 /토
11:00 - 21:30
15:00 - 17:00 브레이크타임 /일
11:00 - 21:30
15:00 - 17:00 브레이크타임 /월
11:00 - 21:30
15:00 - 17:00 브레이크타임 /",02-400-0713,"{'x': 37.4783867, 'y': 127.1434008}"
미아리우동집 위례점,"우동,소바",없음,4.4,"2,539",52,1666488926,서울 송파구 위례광장로 120 위례중앙푸르지오1단지,"화
09:00 - 21:30
15:00 - 16:30 브레이크타임 /수
09:00 - 21:30
15:00 - 16:30 브레이크타임 /목
09:00 - 21:30
15:00 - 16:30 브레이크타임 /금
09:00 - 21:30
15:00 - 16:30 브레이크타임 /토
09:00 - 21:30
15:00 - 16:30 브레이크타임 /일
09:00 - 21:30
15:00 - 16:30 브레이크타임 /월
09:00 - 21:30
15:00 - 16:30 브레이크타임 /",0507-1464-7794,"{'x': 37.4750397, 'y': 127.14116}"
위례빵집,베이커리,없음,0.0,299,301,1988627062,경기 성남시 수정구 위례순환로 130 아트리버상가 2단지 1층,"매일
08:00 - 22:00 /",031-754-1123,"{'x': 37.47123971235041, 'y': 127.13473618934799}"
청년다방 위례신도시점,분식,없음,4.37,722,84,1130311875,경기 성남시 수정구 위례광장로 310 우성트램타워 A동 1층 112호,"화
11:00 - 22:00
21:00 라스트오더 /수
11:00 - 22:00
21:00 라스트오더 /목
11:00 - 22:00
21:00 라스트오더 /금
11:00 - 22:00
21:00 라스트오더 /토
11:00 - 22:00
21:00 라스트오더 /일
11:00 - 22:00
21:00 라스트오더 /월
11:00 - 22:00
21:00 라스트오더 /",031-755-3535,"{'x': 37.472839, 'y': 127.1424342}"
긴자료코 위례신도시점,돈가스,없음,0.0,211,65,1387833868,경기 성남시 수정구 위례광장로 300 중앙타워 1층 146호,"화
11:00 - 21:00
15:30 - 16:30 브레이크타임
20:30 라스트오더 /수
11:00 - 21:00
15:30 - 16:30 브레이크타임
20:30 라스트오더 /목
11:00 - 21:00
15:30 - 16:30 브레이크타임
20:30 라스트오더 /금
11:00 - 21:00
15:30 - 16:30 브레이크타임
20:30 라스트오더 /토
11:00 - 21:00
15:30 - 16:30 브레이크타임
20:30 라스트오더 /일
11:00 - 21:00
15:30 - 16:30 브레이크타임
20:30 라스트오더 /월
11:00 - 21:00
15:30 - 16:30 브레이크타임
20:30 라스트오더 /",031-757-7780,"{'x': 37.473447300000004, 'y': 127.1427856187999}"
모카눌레,"카페,디저트",없음,4.84,169,67,1895853540,경기 성남시 수정구 위례광장로 300 지하1층 B29호,"화
12:30 - 20:00 /수
12:30 - 20:00 /목
12:30 - 20:00 /금
12:30 - 20:00 /토
12:30 - 20:00 /일
정기휴무 (매주 일요일) /월
정기휴무 (매주 월요일) /",0507-1430-4470,"{'x': 37.473447300000004, 'y': 127.1427856187999}"
