store_name,category,new_open,rating,visited_review,blog_review,store_id,address,business_hours,phone_num
이국 도산,양식,없음,0.0,936,"3,222",1279519421,서울 강남구 언주로164길 17 지하1층,"목
12:00 - 22:00
15:00 - 17:30 브레이크타임 /금
12:00 - 22:00
15:00 - 17:30 브레이크타임 /토
11:30 - 22:00
15:30 - 17:30 브레이크타임 /일
11:30 - 22:00
15:30 - 17:30 브레이크타임 /월
12:00 - 22:00
15:00 - 17:30 브레이크타임 /화
12:00 - 22:00
15:00 - 17:30 브레이크타임 /수
12:00 - 22:00
15:00 - 17:30 브레이크타임 /",0507-1328-0950
샤브인서울 압구정로데오점,샤브샤브,없음,0.0,667,704,1798086565,서울 강남구 선릉로155길 12 2층,"목
11:00 - 22:30
15:30 - 17:00 브레이크타임
21:30 라스트오더 /금
11:00 - 22:30
15:30 - 17:00 브레이크타임
21:30 라스트오더 /토
11:00 - 22:30
21:30 라스트오더 /일
11:00 - 22:30
21:30 라스트오더 /월
11:00 - 22:30
15:30 - 17:00 브레이크타임
21:30 라스트오더 /화
11:00 - 22:30
15:30 - 17:00 브레이크타임
21:30 라스트오더 /수
11:00 - 22:30
15:30 - 17:00 브레이크타임
21:30 라스트오더 /",없음
샤블리 압구정로데오,샤브샤브,없음,0.0,313,335,1858356292,서울 강남구 압구정로48길 36 지하1층,"목
12:00 - 23:00
22:00 라스트오더 /금
12:00 - 23:00
22:00 라스트오더 /토
12:00 - 23:00
22:00 라스트오더 /일
12:00 - 23:00
22:00 라스트오더 /월
12:00 - 23:00
22:00 라스트오더 /화
12:00 - 23:00
22:00 라스트오더 /수
12:00 - 23:00
22:00 라스트오더 /",0507-1315-2621
강남쪽갈비 강남구청역점,"육류,고기요리",없음,4.54,"1,254","1,460",42783747,서울 강남구 선릉로131길 24 1층,"목
14:00 - 02:00
01:15 라스트오더 /금
14:00 - 02:00
01:15 라스트오더 /토
14:00 - 02:00
01:15 라스트오더 /일
정기휴무 (매주 일요일) /월
14:00 - 02:00
01:15 라스트오더 /화
14:00 - 02:00
01:15 라스트오더 /수
14:00 - 02:00
01:15 라스트오더 /",0507-1382-4633
136길 육미,일식당,없음,4.47,888,"1,004",37996835,서울 강남구 언주로136길 9 2층 136길 육미,"목
11:30 - 22:00
21:00 라스트오더 /금
11:30 - 22:00
21:00 라스트오더 /토
17:00 - 22:00
21:00 라스트오더 /일
정기휴무 (매주 일요일) /월
11:30 - 22:00
21:00 라스트오더 /화
11:30 - 22:00
21:00 라스트오더 /수
11:30 - 22:00
21:00 라스트오더 /",0507-1399-8921
영동장어,"장어,먹장어요리",없음,4.36,472,"1,014",1613373762,서울 강남구 언주로148길 8,"목
11:30 - 01:00
23:30 라스트오더 /금
11:30 - 01:00
23:30 라스트오더 /토
11:30 - 01:00
23:30 라스트오더 /일
11:30 - 24:00
22:30 라스트오더 /월
11:30 - 01:00
23:30 라스트오더 /화
11:30 - 01:00
23:30 라스트오더 /수
11:30 - 01:00
23:30 라스트오더 /",02-3448-9991
동남회관 역삼점,"육류,고기요리",없음,0.0,435,411,1835404105,서울 강남구 언주로93길 24 1층,"목
11:00 - 22:00
15:00 - 17:00 브레이크타임 /금
11:00 - 22:00
15:00 - 17:00 브레이크타임 /토
16:00 - 22:00 /일
16:00 - 22:00 /월
11:00 - 22:00
15:00 - 17:00 브레이크타임 /화
11:00 - 22:00
15:00 - 17:00 브레이크타임 /수
11:00 - 22:00
15:00 - 17:00 브레이크타임 /",0507-1437-3336
우제홍참치,생선회,없음,0.0,479,735,32308138,서울 강남구 학동로2길 50 2층 우제홍참치,"목
17:00 - 22:50 /금
17:00 - 22:50 /토
17:00 - 22:50 /일
정기휴무 (매주 일요일) /월
17:00 - 22:50 /화
17:00 - 22:50 /수
17:00 - 22:50 /",0507-1485-1278
우블링 X 마마램,소고기구이,없음,4.61,795,"2,372",1561853968,서울 강남구 도산대로 406 청담퍼스트타워 1층 102호,"목
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /금
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /토
12:00 - 22:30
21:30 라스트오더 /일
12:00 - 22:30
21:30 라스트오더 /월
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /화
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /수
11:30 - 22:30
15:00 - 17:00 브레이크타임
21:30 라스트오더 /",0507-1355-5310
이자카야 코슌 압구정점,이자카야,없음,4.52,196,575,1587959706,서울 강남구 언주로153길 14 지상 2층,"목
17:00 - 24:00
23:00 라스트오더 /금
17:00 - 24:00
23:00 라스트오더 /토
17:00 - 24:00
23:00 라스트오더 /일
정기휴무 (매주 일요일) /월
17:00 - 24:00
23:00 라스트오더 /화
17:00 - 24:00
23:00 라스트오더 /수
17:00 - 24:00
23:00 라스트오더 /",0507-1315-8729
까폼,태국음식,없음,4.51,"2,735","3,093",38969614,서울 강남구 선릉로153길 18 지하1층,"목
11:30 - 22:00
21:30 라스트오더 /금
11:30 - 22:00
21:30 라스트오더 /토
11:30 - 23:00
22:30 라스트오더 /일
11:30 - 23:00
22:30 라스트오더 /월
11:30 - 22:00
21:30 라스트오더 /화
11:30 - 22:00
21:30 라스트오더 /수
11:30 - 22:00
21:30 라스트오더 /",0507-1411-7318
울프강 스테이크하우스,"스테이크,립",없음,4.5,"10,292","4,707",36449091,서울 강남구 선릉로152길 21 영인빌딩 1층,"매일
10:00 - 22:00
20:30 라스트오더 /",0507-1486-8700
믹솔로지,바(BAR),없음,4.5,79,189,37558842,서울 강남구 도산대로58길 18,"목
19:00 - 02:00
01:20 라스트오더 /금
19:00 - 02:00
01:20 라스트오더 /토
19:00 - 02:00
01:20 라스트오더 /일
19:00 - 02:00
01:20 라스트오더 /월
19:00 - 02:00
01:20 라스트오더 /화
19:00 - 02:00
01:20 라스트오더 /수
19:00 - 02:00
01:20 라스트오더 /",0507-1401-8216
게방식당,한식,없음,4.49,681,442,793407871,서울 강남구 선릉로131길 17 1층,"목
11:30 - 21:00
15:00 - 17:30 브레이크타임 /금
11:30 - 21:00
15:00 - 17:30 브레이크타임 /토
11:30 - 21:00
15:00 - 17:30 브레이크타임 /일
정기휴무 (매주 일요일) /월
11:30 - 21:00
15:00 - 17:30 브레이크타임 /화
11:30 - 21:00
15:00 - 17:30 브레이크타임 /수
11:30 - 21:00
15:00 - 17:30 브레이크타임 /",없음
다모아분식,종합분식,없음,0.0,719,200,43229792,서울 강남구 논현로150길 41,"목
09:00 - 21:00
20:30 라스트오더 /금
09:00 - 21:00
20:30 라스트오더 /토
정기휴무 (매주 토요일) /일
정기휴무 (매주 일요일) /월
09:00 - 21:00
20:30 라스트오더 /화
09:00 - 21:00
20:30 라스트오더 /수
09:00 - 21:00
20:30 라스트오더 /",0507-1414-0435
엘로우서울 라운지,바(BAR),없음,0.0,0,0,없음,서울 강남구 도산대로49길 31 지하1층,"목
정기휴무 (매주 목요일) /금
22:00 - 05:00 /토
22:00 - 05:00 /일
정기휴무 (매주 일요일) /월
정기휴무 (매주 월요일) /화
정기휴무 (매주 화요일) /수
정기휴무 (매주 수요일) /",0507-1398-0750
세화정육식당 청담본점,"육류,고기요리",없음,0.0,223,171,1379308540,서울 강남구 언주로134길 14 1층,"목
11:30 - 22:50
14:30 - 17:00 브레이크타임 /금
11:30 - 22:50
14:30 - 17:00 브레이크타임 /토
12:00 - 21:50 /일
12:00 - 21:50 /월
11:30 - 22:50
14:30 - 17:00 브레이크타임 /화
11:30 - 22:50
14:30 - 17:00 브레이크타임 /수
11:30 - 22:50
14:30 - 17:00 브레이크타임 /",0507-1305-0822
맛짱조개,조개요리,없음,4.49,"1,141","1,899",18836449,서울 강남구 언주로134길 18 1층,"목
16:00 - 02:00 /금
16:00 - 02:00 /토
16:00 - 02:00 /일
정기휴무 (매주 일요일) /월
16:00 - 02:00 /화
16:00 - 02:00 /수
16:00 - 02:00 /",02-516-4787
팔당닭발 강남본점,닭발,없음,0.0,"1,865","1,107",32602513,서울 강남구 학동로45길 3 1층,"목
12:00 - 05:30 /금
12:00 - 05:30 /토
12:00 - 05:30 /일
12:00 - 05:30 /월
12:00 - 05:30 /화
12:00 - 05:30 /수
12:00 - 05:30 /",0507-1398-0893
카츠바이콘반,일식당,없음,4.58,"1,572","2,124",1573951163,서울 강남구 선릉로153길 36 1층,"목
11:00 - 21:00
15:30 - 17:30 브레이크타임
15:00, 20:30 라스트오더 /금
11:00 - 21:00
15:30 - 17:30 브레이크타임
15:00, 20:30 라스트오더 /토
11:00 - 21:00
20:30 라스트오더 /일
11:00 - 21:00
20:30 라스트오더 /월
11:00 - 21:00
15:30 - 17:30 브레이크타임
15:00, 20:30 라스트오더 /화
11:00 - 21:00
15:30 - 17:30 브레이크타임
15:00, 20:30 라스트오더 /수
11:00 - 21:00
15:30 - 17:30 브레이크타임
15:00, 20:30 라스트오더 /",0507-1332-3903
정식당,한식,없음,0.0,"1,709","3,341",13320884,서울 강남구 선릉로158길 11,"매일
12:00 - 22:00
15:00 - 17:30 브레이크타임 /",02-517-4654
청담골,한식,없음,4.3,"1,437",983,11477316,서울 강남구 선릉로148길 48 미준빌딩 1층,"목
10:30 - 21:50
16:00 - 17:00 브레이크타임
21:20 라스트오더 /금
10:30 - 21:50
16:00 - 17:00 브레이크타임
21:20 라스트오더 /토
10:30 - 21:50
16:00 - 17:00 브레이크타임
21:20 라스트오더 /일
10:30 - 21:50
16:00 - 17:00 브레이크타임
21:20 라스트오더 /월
10:30 - 21:50
16:00 - 17:00 브레이크타임
21:20 라스트오더 /화
10:30 - 21:50
16:00 - 17:00 브레이크타임
21:20 라스트오더 /수
10:30 - 21:50
16:00 - 17:00 브레이크타임
21:20 라스트오더 /",02-543-1252
팔당족발,"족발,보쌈",없음,4.66,"5,882","2,398",36909534,서울 강남구 학동로45길 7 201호,"목
11:00 - 02:00
01:30 라스트오더 /금
11:00 - 02:00
01:30 라스트오더 /토
11:00 - 02:00
01:30 라스트오더 /일
11:00 - 02:00
01:30 라스트오더 /월
11:00 - 02:00
01:30 라스트오더 /화
11:00 - 02:00
01:30 라스트오더 /수
11:00 - 02:00
01:30 라스트오더 /",0507-1372-4686
향동가,한식,없음,0.0,26,47,1617203311,서울 강남구 논현로136길 15 1층,"목
11:00 - 21:00
20:30 라스트오더 /금
11:00 - 21:00
20:30 라스트오더 /토
11:00 - 21:00
20:30 라스트오더 /일
11:00 - 21:00
20:30 라스트오더 /월
11:00 - 21:00
20:30 라스트오더 /화
11:00 - 21:00
20:30 라스트오더 /수
11:00 - 21:00
20:30 라스트오더 /",0507-1420-7894
압구정변강쇠떡볶이,떡볶이,없음,4.28,"1,733",580,37837245,서울 강남구 도산대로46길 21 한진로즈힐아파트 101동 상가117호,"목
11:30 - 24:00
13:20 - 14:00 브레이크타임 /금
11:30 - 24:00
13:20 - 14:00 브레이크타임 /토
11:30 - 24:00
13:20 - 14:00 브레이크타임 /일
정기휴무 (매주 일요일) /월
11:30 - 24:00
13:20 - 14:00 브레이크타임 /화
11:30 - 24:00
13:20 - 14:00 브레이크타임 /수
11:30 - 24:00
13:20 - 14:00 브레이크타임 /",02-3443-9978
오스테리아 에덴,양식,없음,0.0,131,667,1073371702,서울 강남구 선릉로152길 37 1층,"매일
11:00 - 22:30
16:00 - 17:00 브레이크타임
20:30 라스트오더 /",없음
갓포 카린,이자카야,없음,0.0,112,233,1315628242,서울 강남구 선릉로155길 12 4층,"매일
17:00 - 02:00
00:30 라스트오더 /",없음
꽁티드툴레아,브런치,없음,0.0,"4,540","4,890",1432373629,서울 강남구 도산대로49길 39,"목
11:00 - 24:00 /금
11:00 - 24:00 /토
11:00 - 24:00 /일
11:00 - 23:00 /월
11:00 - 24:00 /화
11:00 - 24:00 /수
11:00 - 24:00 /",0507-1325-8490
우천식육식당 청담본점,소고기구이,없음,4.67,833,549,1011089265,서울 강남구 도산대로94길 20,"목
15:00 - 23:00 /금
15:00 - 23:00 /토
12:00 - 23:00 /일
12:00 - 23:00 /월
15:00 - 23:00 /화
15:00 - 23:00 /수
15:00 - 23:00 /",0507-1468-1016
아루 도산공원점,일식당,없음,0.0,232,211,1170754054,서울 강남구 언주로164길 34-2 2층 201호,"목
17:00 - 01:00
00:00 라스트오더 /금
17:00 - 01:00
00:00 라스트오더 /토
17:00 - 01:00
00:00 라스트오더 /일
정기휴무 (매주 일요일) /월
17:00 - 01:00
00:00 라스트오더 /화
17:00 - 01:00
00:00 라스트오더 /수
17:00 - 01:00
00:00 라스트오더 /",0507-1396-3443
봉밀가 강남구청점,냉면,없음,4.52,"1,393","1,051",36263099,서울 강남구 선릉로 664 건설빌딩,"목
11:30 - 21:30
15:00 - 17:00 브레이크타임
20:30 라스트오더 /금
11:30 - 21:30
15:00 - 17:00 브레이크타임
20:30 라스트오더 /토
11:30 - 21:30
15:00 - 17:00 브레이크타임
20:30 라스트오더 /일
정기휴무 (매주 일요일) /월
11:30 - 21:30
15:00 - 17:00 브레이크타임
20:30 라스트오더 /화
11:30 - 21:30
15:00 - 17:00 브레이크타임
20:30 라스트오더 /수
11:30 - 21:30
15:00 - 17:00 브레이크타임
20:30 라스트오더 /",0507-1360-2305
더기와 압구정본점,"전통,민속주점",없음,0.0,654,"1,575",1183777678,서울 강남구 선릉로155길 15 1층 THE GIWA,"목
11:30 - 23:00 /금
11:30 - 02:00 /토
11:30 - 02:00 /일
11:30 - 23:00 /월
11:30 - 23:00 /화
11:30 - 23:00 /수
11:30 - 23:00 /",0507-1449-0385
스케줄청담,양식,없음,0.0,"1,289","2,563",1793289940,서울 강남구 선릉로152길 37 1층,"매일
11:00 - 05:00
21:00 - 21:30 브레이크타임
04:00 라스트오더 /",02-548-0236
골드피쉬 딤섬퀴진,요리주점,없음,4.55,"2,394","1,851",21037800,서울 강남구 압구정로48길 35 투구빌딩 2층,"목
11:30 - 21:40
15:00 - 17:30 브레이크타임
13:50 라스트오더 /금
11:30 - 21:40
15:00 - 17:30 브레이크타임
13:50 라스트오더 /토
11:30 - 21:40
15:00 - 17:30 브레이크타임
13:50 라스트오더 /일
11:30 - 21:40
15:00 - 17:30 브레이크타임
13:50 라스트오더 /월
11:30 - 21:40
15:00 - 17:30 브레이크타임
13:50 라스트오더 /화
11:30 - 21:40
15:00 - 17:30 브레이크타임
13:50 라스트오더 /수
11:30 - 21:40
15:00 - 17:30 브레이크타임
13:50 라스트오더 /",0507-1345-5266
한우리 본점,한정식,없음,4.26,853,491,11725907,서울 강남구 도산대로 304,"목
11:30 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더 /금
11:30 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더 /토
11:30 - 22:00
21:00 라스트오더 /일
11:30 - 22:00
21:00 라스트오더 /월
11:30 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더 /화
11:30 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더 /수
11:30 - 22:00
14:30 - 17:30 브레이크타임
21:00 라스트오더 /",02-545-3334
해목 논현점,일식당,없음,0.0,"1,318","4,364",1926429712,서울 강남구 선릉로145길 14,"목
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /금
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /토
11:00 - 22:00
21:00 라스트오더 /일
11:00 - 22:00
21:00 라스트오더 /월
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /화
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /수
11:00 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더 /",0507-1466-0277
Just Steak,"스테이크,립",없음,4.35,486,991,20108415,서울 강남구 언주로152길 11-7,"목
11:30 - 22:00 /금
11:30 - 22:00 /토
11:30 - 22:00 /일
11:30 - 22:00 /월
11:30 - 22:00 /화
11:30 - 22:00 /수
11:30 - 22:00 /",02-544-9357
노티드 스튜디오 청담,카페,없음,4.44,"19,580","6,941",895457986,서울 강남구 도산대로53길 15 1층,"매일
09:00 - 21:00 /",070-8860-9377
오아시스 청담점,브런치,없음,0.0,"1,753","1,824",13117552,서울 강남구 도산대로55길 20 영빌딩 1층,"목
09:00 - 18:00
17:00 라스트오더 /금
09:00 - 18:00
17:00 라스트오더 /토
09:00 - 18:00
17:00 라스트오더 /일
09:00 - 18:00
17:00 라스트오더 /월
09:00 - 18:00
17:00 라스트오더 /화
09:00 - 18:00
17:00 라스트오더 /수
09:00 - 18:00
17:00 라스트오더 /",02-548-8859
중화백반 강남직영점,요리주점,없음,0.0,297,202,1918148960,서울 강남구 언주로134길 6 1층,"목
11:10 - 22:00
15:00 - 17:00 브레이크타임
20:40 라스트오더 /금
11:10 - 22:00
15:00 - 17:00 브레이크타임
20:40 라스트오더 /토
11:10 - 22:00
15:00 - 17:00 브레이크타임
20:40 라스트오더 /일
정기휴무 (매주 일요일) /월
11:10 - 22:00
15:00 - 17:00 브레이크타임
20:40 라스트오더 /화
11:10 - 22:00
15:00 - 17:00 브레이크타임
20:40 라스트오더 /수
11:10 - 22:00
15:00 - 17:00 브레이크타임
20:40 라스트오더 /",0507-1410-4845
삼원가든,한식,없음,0.0,"1,760","1,095",11718583,서울 강남구 언주로 835,"목
11:30 - 21:30
14:30 - 17:30 브레이크타임 /금
11:30 - 21:30
14:30 - 17:30 브레이크타임 /토
11:00 - 21:00
14:30 - 17:00 브레이크타임 /일
11:00 - 21:00
14:30 - 17:00 브레이크타임 /월
11:30 - 21:30
14:30 - 17:30 브레이크타임 /화
11:30 - 21:30
14:30 - 17:30 브레이크타임 /수
11:30 - 21:30
14:30 - 17:30 브레이크타임 /",02-548-3030
클랩피자 청담,피자,없음,4.52,"3,267","2,005",1672413996,서울 강남구 압구정로46길 71 1층,"목
11:30 - 21:00
20:30 라스트오더 /금
11:30 - 21:00
20:30 라스트오더 /토
11:30 - 21:00
20:30 라스트오더 /일
11:30 - 21:00
20:30 라스트오더 /월
11:30 - 21:00
20:30 라스트오더 /화
11:30 - 21:00
20:30 라스트오더 /수
11:30 - 21:00
20:30 라스트오더 /",070-8845-2527
MUOKI,프랑스음식,없음,4.8,"1,201",881,1297540314,서울 강남구 학동로55길 12-12 2층 무오키,"목
12:00 - 22:00
15:00 - 18:00 브레이크타임 /금
12:00 - 22:00
15:00 - 18:00 브레이크타임 /토
12:00 - 22:00
15:00 - 18:00 브레이크타임 /일
정기휴무 (매주 일요일) /월
12:00 - 22:00
15:00 - 18:00 브레이크타임 /화
12:00 - 22:00
15:00 - 18:00 브레이크타임 /수
12:00 - 22:00
15:00 - 18:00 브레이크타임 /",없음
에빗,양식,없음,4.57,115,309,1838135293,서울 강남구 도산대로45길 10-5 1층 EVETT,"목
12:00 - 22:30
14:30 - 17:30 브레이크타임 /금
12:00 - 22:30
14:30 - 17:30 브레이크타임 /토
12:00 - 22:30
14:30 - 17:30 브레이크타임 /일
정기휴무 (매주 일요일) /월
정기휴무 (매주 월요일) /화
17:30 - 22:30 /수
17:30 - 22:30 /",0507-1399-1029
세시셀라 도산공원점,카페,없음,4.45,"1,751","1,631",11886505,서울 강남구 도산대로45길 10-4 상경빌딩 1층,"목
11:30 - 22:00 /금
11:30 - 22:00 /토
11:30 - 22:00 /일
11:30 - 22:00 /월
11:30 - 22:00 /화
11:30 - 22:00 /수
11:30 - 22:00 /",02-3448-7100
루비떡볶이,떡볶이,없음,4.33,"1,683","1,093",19935560,서울 강남구 선릉로153길 21 1층,"목
11:40 - 21:00 /금
11:40 - 21:00 /토
11:40 - 21:00 /일
12:00 - 20:00 /월
11:40 - 21:00 /화
11:40 - 21:00 /수
11:40 - 21:00 /",02-516-7147
권숙수,한식,없음,4.66,314,906,37020894,서울 강남구 압구정로80길 37 이에스 빌딩 4층,"목
12:00 - 22:00
15:00 - 18:00 브레이크타임 /금
12:00 - 22:00
15:00 - 18:00 브레이크타임 /토
12:00 - 22:00
15:00 - 18:00 브레이크타임 /일
정기휴무 (매주 일요일) /월
정기휴무 (매주 월요일) /화
12:00 - 22:00
15:00 - 18:00 브레이크타임 /수
12:00 - 22:00
15:00 - 18:00 브레이크타임 /",0507-1354-6268
도산분식 도산공원점,종합분식,없음,0.0,"4,156","2,508",1123489755,서울 강남구 도산대로49길 10-6 젤로빌딩,"목
11:30 - 20:30
15:00 - 17:00 브레이크타임
14:30, 20:00 라스트오더 /금
11:30 - 20:30
15:00 - 17:00 브레이크타임
14:30, 20:00 라스트오더 /토
11:30 - 20:30
15:00 - 17:00 브레이크타임
14:30, 20:00 라스트오더 /일
11:30 - 20:30
15:00 - 17:00 브레이크타임
14:30, 20:00 라스트오더 /월
정기휴무 (매주 월요일) /화
정기휴무 (매주 화요일) /수
11:30 - 20:30
15:00 - 17:00 브레이크타임
14:30, 20:00 라스트오더 /",0507-1479-5061
벙커컴퍼니 압구정점,"카페,디저트",없음,4.58,"1,219","1,083",1341393737,"서울 강남구 언주로167길 23 1,2층","목
08:30 - 21:00 /금
08:30 - 21:00 /토
08:30 - 21:00 /일
08:30 - 21:00 /월
08:30 - 21:00 /화
08:30 - 21:00 /수
08:30 - 21:00 /",0507-1357-1456
스시코우지,일식당,없음,4.56,540,"1,499",34550318,서울 강남구 도산대로 318 SB타워 어넥스B동 3층,"목
10:00 - 22:00
14:00 - 18:30 브레이크타임 /금
10:00 - 22:00
14:00 - 18:30 브레이크타임 /토
11:30 - 22:00
14:30 - 17:30 브레이크타임 /일
11:30 - 22:00
14:30 - 17:30 브레이크타임 /월
10:00 - 22:00
14:00 - 18:30 브레이크타임 /화
10:00 - 22:00
14:00 - 18:30 브레이크타임 /수
10:00 - 22:00
14:00 - 18:30 브레이크타임 /",02-541-6200
